Beverage,Size,Beverage Category,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),hot_cold,Vegan
Iced Chai Tea Latte,Venti®,Tea,Coconut,,709 mL,300,6.0,6.0,0.0,0,135,61,0,57,1.0,0.0,0.0,0.02,0.02,145.0,cold,Vegan
Earl Grey Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Earl Grey Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Earl Grey Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Earl Grey Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Emperor's Clouds and Mist Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,hot,Vegan
Emperor's Clouds and Mist Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,hot,Vegan
Emperor's Clouds and Mist Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
Emperor's Clouds and Mist Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
English Breakfast Black Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Tea Latte,Short,Tea,Nonfat,,236 mL,80,0.1,0.1,0.0,0,50,15,0,15,4.0,0.06,0.0,0.15,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Short,Tea,Whole,,236 mL,100,2.0,1.5,0.1,10,55,15,0,15,4.0,0.06,0.0,0.1,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Short,Tea,Whole,,236 mL,110,3.5,2.0,0.1,10,50,15,0,15,4.0,0.06,0.0,0.1,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Short,Tea,Soy,,236 mL,80,1.5,0.2,0.0,0,40,13,0,12,3.0,0.04,0.0,0.1,0.06,40.0,hot,Vegan
English Breakfast Black Tea Latte,Short,Tea,Coconut,,236 mL,80,2.5,2.5,0.0,0,45,14,0,13,0.2,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Tea Latte,Tall,Tea,Nonfat,,354 mL,110,0.1,0.1,0.0,5,70,23,0,23,5.0,0.1,0.0,0.2,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Tall,Tea,Whole,,354 mL,140,3.0,2.0,0.1,15,80,23,0,23,5.0,0.08,0.0,0.2,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Tall,Tea,Whole,,354 mL,160,5.0,3.0,0.2,15,75,23,0,23,5.0,0.08,0.0,0.15,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Tall,Tea,Soy,,354 mL,120,2.5,0.3,0.0,0,60,20,1,18,4.0,0.06,0.0,0.2,0.08,40.0,hot,Vegan
English Breakfast Black Tea Latte,Tall,Tea,Coconut,,354 mL,120,3.5,3.5,0.0,0,70,20,0,20,0.4,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Tea Latte,Grande,Tea,Nonfat,,473 mL,150,0.2,0.1,0.0,5,95,30,0,30,7.0,0.15,0.0,0.25,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Grande,Tea,Whole,,473 mL,180,4.0,2.5,0.2,15,105,30,0,30,7.0,0.1,0.0,0.25,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Grande,Tea,Whole,,473 mL,210,7.0,4.0,0.2,20,95,30,0,30,7.0,0.1,0.0,0.2,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Grande,Tea,Soy,,473 mL,160,3.0,0.4,0.0,0,80,26,1,24,6.0,0.08,0.0,0.25,0.1,40.0,hot,Vegan
English Breakfast Black Tea Latte,Grande,Tea,Coconut,,473 mL,150,4.5,4.5,0.0,0,90,27,0,26,0.5,0.0,0.0,0.0,0.0,40.0,hot,Vegan
English Breakfast Black Tea Latte,Venti®,Tea,Nonfat,,591 mL,190,0.2,0.1,0.0,5,120,38,0,38,9.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Venti®,Tea,Whole,,591 mL,230,5.0,3.5,0.2,20,135,38,0,38,9.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Venti®,Tea,Whole,,591 mL,260,9.0,5.0,0.3,25,125,38,0,38,8.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
English Breakfast Black Tea Latte,Venti®,Tea,Soy,,591 mL,200,4.0,0.5,0.0,0,105,33,1,31,7.0,0.1,0.0,0.3,0.15,40.0,hot,Vegan
English Breakfast Black Tea Latte,Venti®,Tea,Coconut,,591 mL,190,6.0,6.0,0.0,0,115,34,0,33,1.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Green Tea Latte,Short,Tea,Nonfat,,236 mL,80,0.2,0.1,0.0,5,70,14,0,14,6.0,0.1,0.04,0.2,0.02,30.0,hot,Non Vegan
Green Tea Latte,Short,Tea,Whole,,236 mL,110,3.5,2.0,0.1,15,80,14,0,14,6.0,0.1,0.06,0.2,0.02,30.0,hot,Non Vegan
Green Tea Latte,Short,Tea,Whole,,236 mL,130,6.0,3.0,0.2,15,75,14,0,14,6.0,0.08,0.04,0.2,0.02,30.0,hot,Non Vegan
Green Tea Latte,Short,Tea,Soy,,236 mL,90,3.0,0.4,0.0,0,65,11,1,9,5.0,0.08,0.04,0.2,0.1,30.0,hot,Vegan
Green Tea Latte,Short,Tea,Coconut,,236 mL,80,3.5,3.5,0.0,0,65,11,0,11,1.0,0.0,0.04,0.0,0.02,30.0,hot,Vegan
Green Tea Latte,Tall,Tea,Nonfat,,354 mL,140,0.3,0.2,0.0,5,115,25,1,24,10.0,0.2,0.1,0.3,0.04,55.0,hot,Non Vegan
Green Tea Latte,Tall,Tea,Whole,,354 mL,190,5.0,3.5,0.2,20,125,25,1,24,10.0,0.15,0.1,0.3,0.02,55.0,hot,Non Vegan
Green Tea Latte,Tall,Tea,Whole,,354 mL,220,9.0,5.0,0.3,25,115,25,1,24,9.0,0.15,0.1,0.3,0.04,55.0,hot,Non Vegan
Green Tea Latte,Tall,Tea,Soy,,354 mL,160,4.5,0.5,0.0,0,105,20,2,17,8.0,0.1,0.1,0.3,0.15,55.0,hot,Vegan
Green Tea Latte,Tall,Tea,Coconut,,354 mL,140,6.0,6.0,0.0,0,105,21,1,19,1.0,0.02,0.1,0.0,0.02,55.0,hot,Vegan
Green Tea Latte,Grande,Tea,Nonfat,,473 mL,190,0.4,0.2,0.0,5,140,34,1,33,12.0,0.2,0.15,0.4,0.04,80.0,hot,Non Vegan
Green Tea Latte,Grande,Tea,Whole,,473 mL,240,7.0,4.5,0.3,25,160,34,1,32,12.0,0.2,0.15,0.4,0.04,80.0,hot,Non Vegan
Green Tea Latte,Grande,Tea,Whole,,473 mL,280,11.0,6.0,0.3,35,150,34,1,32,12.0,0.2,0.15,0.35,0.04,80.0,hot,Non Vegan
Green Tea Latte,Grande,Tea,Soy,,473 mL,210,6.0,0.5,0.0,0,130,28,3,24,10.0,0.15,0.15,0.4,0.2,80.0,hot,Vegan
Green Tea Latte,Grande,Tea,Coconut,,473 mL,190,8.0,7.0,0.0,0,135,29,1,27,2.0,0.02,0.15,0.02,0.04,80.0,hot,Vegan
Green Tea Latte,Venti®,Tea,Nonfat,,591 mL,250,0.5,0.3,0.0,10,190,45,2,44,16.0,0.3,0.2,0.5,0.06,110.0,hot,Non Vegan
Green Tea Latte,Venti®,Tea,Whole,,591 mL,320,9.0,6.0,0.4,35,210,45,2,43,16.0,0.25,0.2,0.5,0.06,110.0,hot,Non Vegan
Green Tea Latte,Venti®,Tea,Whole,,591 mL,370,15.0,8.0,0.4,45,190,45,2,43,15.0,0.25,0.2,0.45,0.06,110.0,hot,Non Vegan
Green Tea Latte,Venti®,Tea,Soy,,591 mL,280,7.0,1.0,0.0,0,170,38,3,32,14.0,0.2,0.2,0.5,0.3,110.0,hot,Vegan
Green Tea Latte,Venti®,Tea,Coconut,,591 mL,250,10.0,9.0,0.0,0,180,38,2,36,2.0,0.02,0.2,0.02,0.06,110.0,hot,Vegan
Iced Green Tea Latte,Tall,Tea,Nonfat,,354 mL,120,0.3,0.1,0.0,5,95,22,1,21,8.0,0.15,0.1,0.25,0.04,55.0,cold,Non Vegan
Iced Green Tea Latte,Tall,Tea,Whole,,354 mL,160,4.5,2.5,0.2,15,105,22,1,21,8.0,0.15,0.1,0.25,0.02,55.0,cold,Non Vegan
Iced Green Tea Latte,Tall,Tea,Whole,,354 mL,180,7.0,4.0,0.2,20,95,22,1,21,7.0,0.1,0.1,0.25,0.04,55.0,cold,Non Vegan
Iced Green Tea Latte,Tall,Tea,Soy,,354 mL,140,3.5,0.5,0.0,0,85,18,2,16,7.0,0.1,0.1,0.25,0.15,55.0,cold,Vegan
Iced Green Tea Latte,Tall,Tea,Coconut,,354 mL,120,4.5,4.5,0.0,0,90,19,1,18,1.0,0.02,0.1,0.02,0.02,55.0,cold,Vegan
Iced Green Tea Latte,Grande,Tea,Nonfat,,473 mL,170,0.4,0.2,0.0,5,130,32,1,31,11.0,0.2,0.15,0.35,0.04,80.0,cold,Non Vegan
Iced Green Tea Latte,Grande,Tea,Whole,,473 mL,220,6.0,3.5,0.2,25,140,31,1,30,11.0,0.2,0.15,0.35,0.04,80.0,cold,Non Vegan
Iced Green Tea Latte,Grande,Tea,Whole,,473 mL,250,10.0,5.0,0.3,30,130,31,1,30,10.0,0.15,0.15,0.3,0.04,80.0,cold,Non Vegan
Iced Green Tea Latte,Grande,Tea,Soy,,473 mL,190,5.0,0.5,0.0,0,115,27,2,23,9.0,0.15,0.15,0.35,0.2,80.0,cold,Vegan
Iced Green Tea Latte,Grande,Tea,Coconut,,473 mL,170,7.0,6.0,0.0,0,120,27,1,25,2.0,0.02,0.15,0.02,0.04,80.0,cold,Vegan
Iced Green Tea Latte,Venti®,Tea,Nonfat,,709 mL,240,0.5,0.3,0.0,10,180,44,2,42,15.0,0.25,0.2,0.5,0.06,110.0,cold,Non Vegan
Iced Green Tea Latte,Venti®,Tea,Whole,,709 mL,310,8.0,5.0,0.4,35,200,43,2,41,15.0,0.25,0.2,0.45,0.06,110.0,cold,Non Vegan
Iced Green Tea Latte,Venti®,Tea,Whole,,709 mL,350,14.0,8.0,0.4,40,190,43,2,41,14.0,0.2,0.2,0.45,0.06,110.0,cold,Non Vegan
Iced Green Tea Latte,Venti®,Tea,Soy,,709 mL,270,7.0,1.0,0.0,0,170,37,3,32,13.0,0.2,0.2,0.5,0.25,110.0,cold,Vegan
Iced Green Tea Latte,Venti®,Tea,Coconut,,709 mL,240,9.0,9.0,0.0,0,170,37,2,35,2.0,0.02,0.2,0.02,0.06,110.0,cold,Vegan
Iced Green Tea,Tall,Tea,No Milk,,354 mL,60,0.0,0.0,0.0,0,5,15,0,15,0.0,0.0,0.0,0.0,0.0,22.5,cold,Vegan
Iced Green Tea,Grande,Tea,No Milk,,473 mL,80,0.0,0.0,0.0,0,10,20,0,20,0.0,0.0,0.0,0.0,0.0,27.5,cold,Vegan
Iced Green Tea,Venti®,Tea,No Milk,,709 mL,120,0.0,0.0,0.0,0,15,30,0,30,0.0,0.0,0.0,0.02,0.0,42.5,cold,Vegan
Iced Green Tea Lemonade,Tall,Tea,No Milk,,354 mL,90,0.0,0.0,0.0,0,5,24,0,24,0.1,0.0,0.1,0.0,0.0,22.5,cold,Vegan
Iced Green Tea Lemonade,Grande,Tea,No Milk,,473 mL,120,0.0,0.0,0.0,0,5,32,0,32,0.1,0.0,0.15,0.0,0.0,27.5,cold,Vegan
Iced Green Tea Lemonade,Venti®,Tea,No Milk,,709 mL,190,0.0,0.0,0.0,0,10,48,0,47,0.1,0.0,0.2,0.02,0.0,42.5,cold,Vegan
Jade Citrus Mint Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
Jade Citrus Mint Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
Jade Citrus Mint Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Jade Citrus Mint Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
London Fog Tea Latte,Short,Tea,Nonfat,,236 mL,80,0.1,0.1,0.0,0,50,15,0,15,4.0,0.06,0.0,0.15,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Short,Tea,Whole,,236 mL,100,2.0,1.5,0.1,10,55,15,0,15,4.0,0.06,0.0,0.1,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Short,Tea,Whole,,236 mL,110,3.5,2.0,0.1,10,50,15,0,15,4.0,0.06,0.0,0.1,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Short,Tea,Soy,,236 mL,80,1.5,0.2,0.0,0,40,13,0,12,3.0,0.04,0.0,0.1,0.06,40.0,hot,Vegan
London Fog Tea Latte,Short,Tea,Coconut,,236 mL,80,2.5,2.5,0.0,0,45,14,0,13,0.2,0.0,0.0,0.0,0.0,40.0,hot,Vegan
London Fog Tea Latte,Tall,Tea,Nonfat,,354 mL,110,0.1,0.1,0.0,5,70,23,0,23,5.0,0.1,0.0,0.2,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Tall,Tea,Whole,,354 mL,140,3.0,2.0,0.1,15,80,23,0,23,5.0,0.08,0.0,0.2,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Tall,Tea,Whole,,354 mL,160,5.0,3.0,0.2,15,75,23,0,23,5.0,0.08,0.0,0.15,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Tall,Tea,Soy,,354 mL,120,2.5,0.3,0.0,0,60,20,1,18,4.0,0.06,0.0,0.2,0.08,40.0,hot,Vegan
London Fog Tea Latte,Tall,Tea,Coconut,,354 mL,120,3.5,3.5,0.0,0,70,20,0,20,0.4,0.0,0.0,0.0,0.0,40.0,hot,Vegan
London Fog Tea Latte,Grande,Tea,Nonfat,,473 mL,150,0.2,0.1,0.0,5,95,30,0,30,7.0,0.15,0.0,0.25,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Grande,Tea,Whole,,473 mL,180,4.0,2.5,0.2,15,105,30,0,30,7.0,0.1,0.0,0.25,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Grande,Tea,Whole,,473 mL,210,7.0,4.0,0.2,20,95,30,0,30,7.0,0.1,0.0,0.2,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Grande,Tea,Soy,,473 mL,160,3.0,0.4,0.0,0,80,26,1,24,6.0,0.08,0.0,0.25,0.1,40.0,hot,Vegan
London Fog Tea Latte,Grande,Tea,Coconut,,473 mL,150,4.5,4.5,0.0,0,90,27,0,26,0.5,0.0,0.0,0.0,0.0,40.0,hot,Vegan
London Fog Tea Latte,Venti®,Tea,Nonfat,,591 mL,190,0.2,0.1,0.0,5,120,38,0,38,9.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Venti®,Tea,Whole,,591 mL,230,5.0,3.5,0.2,20,135,38,0,38,9.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Venti®,Tea,Whole,,591 mL,260,9.0,5.0,0.3,25,125,38,0,38,8.0,0.15,0.0,0.3,0.0,40.0,hot,Non Vegan
London Fog Tea Latte,Venti®,Tea,Soy,,591 mL,200,4.0,0.5,0.0,0,105,33,1,31,7.0,0.1,0.0,0.3,0.15,40.0,hot,Vegan
London Fog Tea Latte,Venti®,Tea,Coconut,,591 mL,190,6.0,6.0,0.0,0,115,34,0,33,1.0,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Iced Mango Black Tea,Tall,Tea,No Milk,,354 mL,60,0.1,0.0,0.0,0,10,14,0,14,0.0,0.0,0.0,0.0,0.0,22.5,cold,Vegan
Iced Mango Black Tea,Grande,Tea,No Milk,,473 mL,80,0.2,0.0,0.0,0,10,19,0,19,0.0,0.0,0.0,0.0,0.0,27.5,cold,Vegan
Iced Mango Black Tea,Venti®,Tea,No Milk,,709 mL,120,0.3,0.0,0.0,0,15,29,0,28,0.0,0.0,0.0,0.02,0.0,42.5,cold,Vegan
Iced Mango Black Tea Lemonade,Tall,Tea,No Milk,,354 mL,90,0.1,0.0,0.0,0,5,24,0,23,0.1,0.0,0.1,0.0,0.0,22.5,cold,Vegan
Iced Mango Black Tea Lemonade,Grande,Tea,No Milk,,473 mL,120,0.2,0.0,0.0,0,10,31,0,31,0.1,0.0,0.15,0.0,0.0,27.5,cold,Vegan
Iced Mango Black Tea Lemonade,Venti®,Tea,No Milk,,709 mL,190,0.3,0.0,0.0,0,10,47,0,46,0.1,0.0,0.2,0.02,0.0,42.5,cold,Vegan
Mint Majesty Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Mint Majesty Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Mint Majesty Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Mint Majesty Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Oprah Chai Herbal Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Oprah Chai Herbal Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Oprah Chai Herbal Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Oprah Chai Herbal Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Oprah Cinnamon Chai Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,hot,Vegan
Oprah Cinnamon Chai Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,hot,Vegan
Oprah Cinnamon Chai Brewed Tea,Grande,Tea,No Milk,,473 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
Oprah Cinnamon Chai Brewed Tea,Venti®,Tea,No Milk,,591 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20.5,hot,Vegan
Oprah Cinnamon Chai Latte,Short,Tea,Nonfat,,236 mL,80,0.1,0.1,0.0,0,45,17,0,16,4.0,0.06,0.0,0.1,0.0,25.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Short,Tea,Whole,,236 mL,100,2.0,1.5,0.1,10,50,16,0,15,3.0,0.06,0.0,0.1,0.0,25.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Short,Tea,Whole,,236 mL,110,3.5,2.0,0.1,10,50,16,0,15,3.0,0.04,0.0,0.1,0.0,25.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Short,Tea,Soy,,236 mL,90,1.5,0.2,0.0,0,40,15,0,13,3.0,0.04,0.0,0.1,0.06,25.0,hot,Vegan
Oprah Cinnamon Chai Latte,Short,Tea,Coconut,,236 mL,80,2.5,2.5,0.0,0,45,15,0,14,0.2,0.0,0.0,0.0,0.0,25.0,hot,Vegan
Oprah Cinnamon Chai Latte,Tall,Tea,Nonfat,,354 mL,130,0.1,0.1,0.0,5,70,25,0,23,5.0,0.1,0.0,0.2,0.0,40.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Tall,Tea,Whole,,354 mL,150,3.0,2.0,0.1,15,80,25,0,23,5.0,0.08,0.0,0.2,0.0,40.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Tall,Tea,Whole,,354 mL,170,5.0,3.0,0.2,15,70,25,0,23,5.0,0.08,0.0,0.15,0.0,40.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Tall,Tea,Soy,,354 mL,130,2.5,0.3,0.0,0,60,22,1,19,4.0,0.06,0.0,0.2,0.08,40.0,hot,Vegan
Oprah Cinnamon Chai Latte,Tall,Tea,Coconut,,354 mL,130,3.5,3.5,0.0,0,70,22,0,21,0.4,0.0,0.0,0.0,0.0,40.0,hot,Vegan
Oprah Cinnamon Chai Latte,Grande,Tea,Nonfat,,473 mL,170,0.2,0.1,0.0,5,90,33,0,31,7.0,0.15,0.0,0.25,0.0,50.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Grande,Tea,Whole,,473 mL,200,4.0,2.5,0.2,15,100,33,0,31,7.0,0.1,0.0,0.25,0.0,50.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Grande,Tea,Whole,,473 mL,220,7.0,4.0,0.2,20,95,33,0,31,7.0,0.1,0.0,0.2,0.02,50.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Grande,Tea,Soy,,473 mL,170,3.0,0.4,0.0,0,80,29,1,25,6.0,0.08,0.0,0.25,0.1,50.0,hot,Vegan
Oprah Cinnamon Chai Latte,Grande,Tea,Coconut,,473 mL,170,4.5,4.5,0.0,0,90,30,0,28,0.5,0.0,0.0,0.0,0.0,50.0,hot,Vegan
Oprah Cinnamon Chai Latte,Venti®,Tea,Nonfat,,591 mL,210,0.2,0.1,0.0,5,115,41,0,39,9.0,0.15,0.0,0.3,0.0,65.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Venti®,Tea,Whole,,591 mL,250,5.0,3.5,0.2,20,130,41,0,38,9.0,0.15,0.0,0.3,0.0,65.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Venti®,Tea,Whole,,591 mL,280,9.0,5.0,0.3,25,120,41,0,38,8.0,0.1,0.0,0.25,0.0,65.0,hot,Non Vegan
Oprah Cinnamon Chai Latte,Venti®,Tea,Soy,,591 mL,220,4.0,0.5,0.0,0,100,36,1,32,7.0,0.1,0.0,0.3,0.15,65.0,hot,Vegan
Oprah Cinnamon Chai Latte,Venti®,Tea,Coconut,,591 mL,210,6.0,6.0,0.0,0,115,37,0,34,1.0,0.0,0.0,0.0,0.0,65.0,hot,Vegan
Iced Oprah Cinnamon Chai Latte,Tall,Tea,Nonfat,,354 mL,120,0.1,0.1,0.0,5,70,24,0,23,5.0,0.1,0.0,0.15,0.0,40.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Tall,Tea,Whole,,354 mL,150,3.0,2.0,0.1,10,75,24,0,23,5.0,0.08,0.0,0.15,0.0,40.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Tall,Tea,Whole,,354 mL,160,5.0,3.0,0.1,15,70,24,0,23,5.0,0.08,0.0,0.15,0.0,40.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Tall,Tea,Soy,,354 mL,130,2.5,0.3,0.0,0,65,22,1,19,4.0,0.06,0.0,0.2,0.08,40.0,cold,Vegan
Iced Oprah Cinnamon Chai Latte,Tall,Tea,Coconut,,354 mL,120,3.5,3.0,0.0,0,65,22,0,20,0.3,0.0,0.0,0.0,0.0,40.0,cold,Vegan
Iced Oprah Cinnamon Chai Latte,Grande,Tea,Nonfat,,473 mL,170,0.2,0.1,0.0,5,95,33,0,31,7.0,0.15,0.0,0.25,0.0,50.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Grande,Tea,Whole,,473 mL,200,4.0,2.5,0.2,15,105,33,0,31,7.0,0.1,0.0,0.25,0.0,50.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Grande,Tea,Whole,,473 mL,220,7.0,4.0,0.2,20,95,33,0,31,7.0,0.1,0.0,0.2,0.0,50.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Grande,Tea,Soy,,473 mL,180,3.5,0.4,0.0,0,85,29,1,26,6.0,0.08,0.0,0.25,0.1,50.0,cold,Vegan
Iced Oprah Cinnamon Chai Latte,Grande,Tea,Coconut,,473 mL,170,4.5,4.5,0.0,0,90,30,0,27,0.5,0.0,0.0,0.0,0.0,50.0,cold,Vegan
Iced Oprah Cinnamon Chai Latte,Venti®,Tea,Nonfat,,709 mL,240,0.2,0.2,0.0,5,130,48,0,45,10.0,0.2,0.0,0.35,0.0,75.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Venti®,Tea,Whole,,709 mL,290,6.0,3.5,0.2,25,150,48,0,45,10.0,0.15,0.0,0.3,0.0,75.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Venti®,Tea,Whole,,709 mL,320,9.0,5.0,0.3,30,135,48,0,45,9.0,0.15,0.0,0.3,0.0,75.0,cold,Non Vegan
Iced Oprah Cinnamon Chai Latte,Venti®,Tea,Soy,,709 mL,260,4.5,0.5,0.0,0,120,43,1,38,8.0,0.1,0.0,0.35,0.15,75.0,cold,Vegan
Iced Oprah Cinnamon Chai Latte,Venti®,Tea,Coconut,,709 mL,240,6.0,6.0,0.0,0,125,44,0,40,1.0,0.0,0.0,0.0,0.0,75.0,cold,Vegan
Passion Tango Brewed Tea,Short,Tea,No Milk,,236 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
Passion Tango Brewed Tea,Tall,Tea,No Milk,,354 mL,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,hot,Vegan
