Beverage,Size,Beverage Category,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),hot_cold,Vegan
White Hot Chocolate,Short,Hot Chocolate and Other,Soy,No Whip,236 mL,190,5.0,2.5,0.0,5,115,27,1,26,6.0,0.06,0.0,0.25,0.08,0.0,hot,Vegan
White Hot Chocolate,Short,Hot Chocolate and Other,Soy,Whip,236 mL,240,11.0,6.0,0.2,20,120,29,1,27,7.0,0.1,0.0,0.25,0.08,0.0,hot,Vegan
White Hot Chocolate,Short,Hot Chocolate and Other,Coconut,No Whip,236 mL,180,7.0,6.0,0.0,5,125,28,0,28,2.0,0.0,0.0,0.06,0.0,0.0,hot,Vegan
White Hot Chocolate,Short,Hot Chocolate and Other,Coconut,Whip,236 mL,230,12.0,9.0,0.2,20,130,30,0,29,3.0,0.06,0.0,0.06,0.0,0.0,hot,Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Nonfat,No Whip,354 mL,270,4.5,3.5,0.0,10,190,46,0,46,12.0,0.15,0.02,0.4,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Nonfat,Whip,354 mL,330,11.0,7.0,0.2,30,200,48,0,47,12.0,0.25,0.02,0.4,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Whole,No Whip,354 mL,310,9.0,6.0,0.2,25,200,46,0,46,12.0,0.15,0.02,0.4,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Whole,Whip,354 mL,370,16.0,10.0,0.3,45,210,48,0,47,12.0,0.2,0.02,0.4,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Whole,No Whip,354 mL,340,13.0,8.0,0.3,30,190,46,0,46,11.0,0.1,0.02,0.35,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Whole,Whip,354 mL,400,19.0,12.0,0.4,55,200,48,0,47,11.0,0.2,0.02,0.35,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Soy,No Whip,354 mL,280,8.0,4.0,0.0,5,180,41,1,39,10.0,0.1,0.02,0.4,0.15,0.0,hot,Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Soy,Whip,354 mL,340,14.0,8.0,0.2,25,180,43,1,40,10.0,0.15,0.02,0.4,0.15,0.0,hot,Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Coconut,No Whip,354 mL,270,10.0,9.0,0.0,5,190,42,0,42,3.0,0.0,0.02,0.1,0.0,0.0,hot,Vegan
White Hot Chocolate,Tall,Hot Chocolate and Other,Coconut,Whip,354 mL,330,16.0,13.0,0.2,25,190,44,0,43,4.0,0.06,0.02,0.1,0.0,0.0,hot,Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Nonfat,No Whip,473 mL,360,6.0,5.0,0.0,10,250,61,0,61,15.0,0.2,0.02,0.5,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Nonfat,Whip,473 mL,430,13.0,9.0,0.2,40,260,63,0,62,16.0,0.3,0.02,0.5,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Whole,No Whip,473 mL,410,12.0,8.0,0.2,30,270,61,0,60,15.0,0.2,0.02,0.5,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Whole,Whip,473 mL,480,19.0,12.0,0.4,60,270,63,0,62,15.0,0.25,0.02,0.5,0.0,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Whole,No Whip,473 mL,450,17.0,11.0,0.3,40,250,61,0,60,15.0,0.15,0.02,0.45,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Whole,Whip,473 mL,520,24.0,15.0,0.5,65,260,63,0,62,15.0,0.25,0.02,0.5,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Soy,No Whip,473 mL,370,11.0,5.0,0.0,5,230,55,1,52,13.0,0.15,0.02,0.5,0.15,0.0,hot,Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Soy,Whip,473 mL,440,18.0,10.0,0.2,30,240,57,1,53,13.0,0.2,0.02,0.5,0.15,0.0,hot,Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Coconut,No Whip,473 mL,360,13.0,12.0,0.0,5,250,56,0,55,5.0,0.0,0.02,0.1,0.0,0.0,hot,Vegan
White Hot Chocolate,Grande,Hot Chocolate and Other,Coconut,Whip,473 mL,430,20.0,16.0,0.2,30,250,58,0,57,5.0,0.08,0.02,0.15,0.0,0.0,hot,Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Nonfat,No Whip,591 mL,450,7.0,6.0,0.0,15,320,77,0,77,20.0,0.25,0.02,0.6,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Nonfat,Whip,591 mL,520,14.0,10.0,0.2,40,320,79,0,78,20.0,0.35,0.02,0.7,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Whole,No Whip,591 mL,520,16.0,10.0,0.3,40,340,76,0,76,19.0,0.25,0.04,0.6,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Whole,Whip,591 mL,590,23.0,15.0,0.5,65,350,78,0,78,20.0,0.3,0.04,0.6,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Whole,No Whip,591 mL,570,21.0,14.0,0.4,50,320,76,0,76,19.0,0.2,0.02,0.6,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Whole,Whip,591 mL,640,28.0,18.0,0.5,75,330,78,0,78,19.0,0.3,0.02,0.6,0.02,0.0,hot,Non Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Soy,No Whip,591 mL,470,14.0,7.0,0.0,5,290,69,2,65,16.0,0.15,0.02,0.6,0.2,0.0,hot,Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Soy,Whip,591 mL,540,21.0,11.0,0.2,30,300,71,2,67,17.0,0.25,0.02,0.6,0.2,0.0,hot,Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Coconut,No Whip,591 mL,450,17.0,15.0,0.0,5,310,71,0,69,6.0,0.0,0.02,0.15,0.0,0.0,hot,Vegan
White Hot Chocolate,Venti®,Hot Chocolate and Other,Coconut,Whip,591 mL,520,24.0,20.0,0.2,30,320,73,0,71,6.0,0.08,0.02,0.15,0.0,0.0,hot,Vegan
